# github_anchor_check.py, changed files, online at 9cde1c19dbfd859257be8e012d4455856fcfce3b
OK   docs/guides/integrator.md:19 -> docs/guides/hdl-engineer.md#9-where-the-specification-and-the-tree-still-disagree offline=True online=True
OK   docs/guides/integrator.md:57 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:58 -> docs/architecture/08_timing.md#fig-08-constants offline=True online=True
OK   docs/guides/integrator.md:61 -> docs/README.md#2-identifier-registries offline=True online=True
OK   docs/guides/integrator.md:66 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:67 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:68 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:69 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:71 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:72 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:73 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:74 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:75 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:76 -> docs/architecture/08_timing.md#fig-08-timerhw offline=True online=True
OK   docs/guides/integrator.md:77 -> docs/architecture/08_timing.md#fig-08-timerhw offline=True online=True
OK   docs/guides/integrator.md:80 -> docs/architecture/07_memory_maps.md#sec-desc-memory offline=True online=True
OK   docs/guides/integrator.md:81 -> docs/architecture/07_memory_maps.md#sec-desc-memory offline=True online=True
OK   docs/guides/integrator.md:82 -> docs/architecture/07_memory_maps.md#sec-desc-memory offline=True online=True
OK   docs/guides/integrator.md:83 -> docs/architecture/07_memory_maps.md#sec-desc-memory offline=True online=True
OK   docs/guides/integrator.md:85 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:85 -> docs/architecture/08_timing.md#fig-08-constants offline=True online=True
OK   docs/guides/integrator.md:86 -> docs/architecture/08_timing.md#fig-08-constants offline=True online=True
OK   docs/guides/integrator.md:87 -> docs/architecture/08_timing.md#fig-08-constants offline=True online=True
OK   docs/guides/integrator.md:88 -> docs/architecture/07_memory_maps.md#sec-resp-memory offline=True online=True
OK   docs/guides/integrator.md:89 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/guides/integrator.md:89 -> docs/architecture/10_srp_engine.md#fig-10-domsm offline=True online=True
OK   docs/guides/integrator.md:157 -> docs/architecture/07_memory_maps.md#sec-desc-memory offline=True online=True
OK   docs/guides/integrator.md:269 -> docs/architecture/05_acmp_engine.md#sec-05-boot-admission offline=True online=True
OK   docs/guides/integrator.md:276 -> docs/architecture/05_acmp_engine.md#sec-05-boot-admission offline=True online=True
OK   docs/guides/integrator.md:276 -> docs/architecture/07_memory_maps.md#fig-07-nvmflow offline=True online=True
OK   docs/guides/integrator.md:278 -> docs/architecture/10_srp_engine.md#sec-10-admission-freshness offline=True online=True
OK   docs/guides/integrator.md:309 -> docs/architecture/10_srp_engine.md#sec-10-admission-cross-source offline=True online=True
OK   docs/guides/integrator.md:309 -> docs/architecture/10_srp_engine.md#sec-10-admission-freshness offline=True online=True
OK   docs/guides/integrator.md:313 -> docs/architecture/02_interfaces.md#fig-02-statusdict offline=True online=True
OK   docs/guides/integrator.md:322 -> docs/architecture/02_interfaces.md#fig-02-statusdict offline=True online=True
OK   docs/guides/integrator.md:333 -> docs/architecture/06_aecp_engine.md#fig-06-lineage offline=True online=True
OK   docs/guides/integrator.md:355 -> docs/architecture/07_memory_maps.md#fig-07-nvmflow offline=True online=True
OK   docs/architecture/07_memory_maps.md:45 -> docs/guides/integrator.md#5-what-you-must-reserve-in-your-memory-map offline=True online=True
OK   docs/architecture/07_memory_maps.md:88 -> docs/architecture/06_aecp_engine.md#64-validation-chains-order-matters-first-failure-responds offline=True online=True
OK   docs/architecture/07_memory_maps.md:92 -> docs/architecture/06_aecp_engine.md#64-validation-chains-order-matters-first-failure-responds offline=True online=True
OK   docs/architecture/07_memory_maps.md:174 -> docs/guides/integrator.md#sec-desc-memory offline=True online=True
OK   docs/architecture/07_memory_maps.md:274 -> docs/architecture/06_aecp_engine.md#69-mvu-commands offline=True online=True
OK   docs/architecture/07_memory_maps.md:348 -> docs/architecture/06_aecp_engine.md#fig-06-counters offline=True online=True
OK   docs/architecture/07_memory_maps.md:361 -> docs/architecture/06_aecp_engine.md#69-mvu-commands offline=True online=True
OK   docs/architecture/07_memory_maps.md:371 -> docs/architecture/06_aecp_engine.md#69-mvu-commands offline=True online=True
OK   docs/architecture/07_memory_maps.md:419 -> docs/architecture/05_acmp_engine.md#sec-05-boot-admission offline=True online=True
OK   docs/architecture/07_memory_maps.md:432 -> docs/architecture/02_interfaces.md#fig-02-nvmwave offline=True online=True
OK   docs/architecture/07_memory_maps.md:435 -> docs/architecture/02_interfaces.md#82-two-record-managers-one-port offline=True online=True
OK   docs/architecture/07_memory_maps.md:439 -> docs/architecture/05_acmp_engine.md#sec-05-boot-admission offline=True online=True
OK   docs/architecture/07_memory_maps.md:464 -> docs/architecture/06_aecp_engine.md#69-mvu-commands offline=True online=True
OK   docs/architecture/07_memory_maps.md:488 -> docs/guides/operator.md#5-the-snapshot-window-word-by-word offline=True online=True
OK   docs/architecture/07_memory_maps.md:511 -> docs/architecture/01_overview.md#fig-01-params offline=True online=True
OK   docs/architecture/07_memory_maps.md:520 -> docs/architecture/02_interfaces.md#fig-02-nvmwave offline=True online=True
OK   docs/architecture/09_verification.md:51 -> docs/architecture/05_acmp_engine.md#fig-05-listener-matrix offline=True online=True
OK   docs/architecture/09_verification.md:52 -> docs/architecture/09_verification.md#fig-09-malformed offline=True online=True
OK   docs/architecture/09_verification.md:52 -> docs/architecture/03_packet_engine.md#fig-03-valrules offline=True online=True
OK   docs/architecture/09_verification.md:53 -> docs/architecture/08_timing.md#fig-08-constants offline=True online=True
OK   docs/architecture/09_verification.md:125 -> docs/architecture/09_verification.md#fig-09-env offline=True online=True
OK   docs/architecture/09_verification.md:143 -> docs/guides/hdl-engineer.md#6-running-the-testbenches offline=True online=True
CONTROL DEAD(expected) docs/architecture/07_memory_maps.md#331-realization-the-image-lives-in-main-memory-not-on-chip offline=False online=False
CONTROL DEAD(expected) docs/architecture/07_memory_maps.md#332-the-other-main-memory-region-the-aecp-response-buffer offline=False online=False
CONTROL DEAD(expected) docs/architecture/09_verification.md#sec-resp-memory offline=False online=False
SUMMARY files=3 checked=59 dead=0 controls=3 control_failures=0
rc=0
