107171504964	yosys-portability	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T12:03:37Z	2026-09-23T12:03:44Z
107171462308	verilator-suites	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T12:03:29Z	2026-09-23T12:03:35Z
107165120924	rtl-fast	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:44:40Z	2026-09-23T11:44:43Z
107162083635	Physical gPTP (nightly and manual)	completed	skipped	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:47Z	2026-09-23T11:33:46Z
107162082822	Verilator shard 1/5	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:49Z	2026-09-23T11:57:21Z
107162082643	Verilator shard 4/5	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:49Z	2026-09-23T12:03:26Z
107162082623	Verilator shard 0/5	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:48Z	2026-09-23T11:46:03Z
107162082591	Verilator shard 3/5	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:48Z	2026-09-23T11:39:50Z
107162082582	Verilator shard 2/5	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:48Z	2026-09-23T11:37:47Z
107162082508	Yosys shard 0/4	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:48Z	2026-09-23T11:39:17Z
107162082489	Yosys shard 2/4	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:49Z	2026-09-23T11:36:14Z
107162082486	Yosys shard 1/4	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:48Z	2026-09-23T11:37:21Z
107162082481	Yosys shard 3/4	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:49Z	2026-09-23T11:35:43Z
107162058469	verilator-lint	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:44Z	2026-09-23T11:34:18Z
107162058413	yosys-elaboration	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:44Z	2026-09-23T11:43:29Z
107161980377	elaborate	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:29Z	2026-09-23T11:44:24Z
107161980111	full-ci-gate	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:29Z	2026-09-23T11:33:46Z
107161980049	bdd-conformance	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:28Z	2026-09-23T11:33:38Z
107161979789	docs-check	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:28Z	2026-09-23T11:44:06Z
107161979766	changes	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:28Z	2026-09-23T11:33:41Z
107161979722	wire-accountability	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:29Z	2026-09-23T11:33:38Z
107161979342	docs-check-no-git	completed	success	4876423d4cf8e89b820c56f8339f230abefb4827	2026-09-23T11:33:28Z	2026-09-23T11:33:38Z
